angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.04,0.04,"[58, 90, 232, 302]","[325, 232, 45, 64]",0.0,0.0,0.19,0.14,0.02,0.24,0.71,0.21,0.03,0.34,0.0,0.03
0.05,0.04,"[58, 90, 232, 302]","[325, 232, 45, 64]",0.0,0.0,0.2,0.13,0.02,0.25,0.7,0.2,0.03,0.34,0.0,0.04
0.04,0.04,"[58, 89, 233, 303]","[325, 232, 45, 64]",0.0,0.0,0.23,0.13,0.03,0.28,0.66,0.22,0.04,0.29,0.0,0.03
0.04,0.05,"[58, 89, 232, 303]","[325, 232, 44, 64]",0.0,0.0,0.22,0.13,0.03,0.31,0.67,0.2,0.04,0.28,0.0,0.03
0.06,0.05,"[59, 89, 232, 304]","[325, 232, 45, 64]",0.0,0.0,0.26,0.15,0.02,0.26,0.62,0.2,0.05,0.31,0.0,0.04
0.06,0.05,"[59, 89, 231, 304]","[325, 232, 45, 65]",0.0,0.0,0.28,0.14,0.02,0.28,0.6,0.21,0.04,0.28,0.0,0.03
0.05,0.04,"[58, 90, 233, 304]","[325, 233, 46, 63]",0.0,0.0,0.24,0.17,0.02,0.24,0.65,0.2,0.05,0.33,0.0,0.03
0.06,0.04,"[58, 90, 233, 304]","[326, 233, 45, 63]",0.0,0.0,0.25,0.17,0.02,0.23,0.63,0.2,0.05,0.32,0.0,0.03
0.05,0.04,"[59, 90, 230, 303]","[326, 232, 46, 65]",0.0,0.0,0.26,0.18,0.02,0.22,0.62,0.18,0.05,0.34,0.0,0.03
0.04,,"[59, 89, 230, 304]",,0.0,,0.25,,0.02,,0.65,,0.04,,0.0,
0.04,,"[60, 92, 229, 301]",,0.0,,0.24,,0.01,,0.65,,0.05,,0.0,
0.05,,"[60, 91, 229, 302]",,0.0,,0.25,,0.01,,0.63,,0.05,,0.0,
0.04,,"[60, 90, 230, 303]",,0.0,,0.2,,0.01,,0.71,,0.05,,0.0,
0.04,,"[60, 91, 229, 302]",,0.0,,0.21,,0.01,,0.69,,0.05,,0.0,
0.03,,"[59, 88, 231, 304]",,0.0,,0.2,,0.01,,0.73,,0.03,,0.0,
0.03,,"[59, 88, 231, 304]",,0.0,,0.2,,0.01,,0.74,,0.03,,0.0,
0.02,0.06,"[58, 90, 233, 302]","[325, 231, 46, 65]",0.0,0.0,0.15,0.18,0.01,0.2,0.8,0.21,0.02,0.32,0.0,0.03
0.02,0.06,"[58, 90, 233, 302]","[325, 232, 46, 64]",0.0,0.0,0.16,0.18,0.01,0.21,0.79,0.21,0.02,0.31,0.0,0.02
0.02,,"[58, 90, 231, 299]",,0.0,,0.11,,0.02,,0.83,,0.02,,0.0,
0.02,0.05,"[60, 89, 229, 301]","[324, 232, 46, 65]",0.0,0.0,0.12,0.13,0.02,0.26,0.82,0.21,0.02,0.31,0.0,0.03
0.02,,"[60, 89, 231, 305]",,0.0,,0.08,,0.02,,0.86,,0.02,,0.0,
0.02,,"[60, 89, 231, 304]",,0.0,,0.07,,0.01,,0.88,,0.02,,0.0,
0.02,0.05,"[60, 89, 231, 303]","[324, 232, 46, 64]",0.0,0.0,0.07,0.13,0.02,0.28,0.87,0.23,0.02,0.29,0.0,0.02
0.16,,"[92, 78, 240, 328]",,0.0,,0.13,,0.24,,0.37,,0.1,,0.01,
0.12,,"[90, 83, 238, 328]",,0.0,,0.05,,0.29,,0.38,,0.14,,0.01,
0.18,,"[90, 83, 238, 327]",,0.0,,0.05,,0.2,,0.4,,0.16,,0.01,
0.21,,"[90, 85, 238, 324]",,0.0,,0.06,,0.21,,0.3,,0.22,,0.01,
0.2,,"[90, 84, 238, 325]",,0.0,,0.07,,0.23,,0.31,,0.17,,0.01,
0.22,,"[89, 84, 240, 327]",,0.0,,0.04,,0.17,,0.34,,0.21,,0.01,
0.17,,"[90, 84, 239, 328]",,0.0,,0.04,,0.21,,0.38,,0.18,,0.01,
0.21,,"[89, 83, 240, 330]",,0.0,,0.03,,0.24,,0.37,,0.14,,0.01,
0.21,,"[90, 84, 239, 329]",,0.0,,0.04,,0.28,,0.31,,0.16,,0.01,
0.35,,"[91, 84, 240, 329]",,0.0,,0.04,,0.1,,0.36,,0.14,,0.01,
0.32,,"[91, 84, 240, 329]",,0.0,,0.04,,0.11,,0.37,,0.14,,0.01,
0.15,,"[89, 81, 242, 337]",,0.0,,0.04,,0.2,,0.48,,0.13,,0.01,
0.15,,"[89, 81, 242, 337]",,0.0,,0.04,,0.2,,0.47,,0.13,,0.01,
0.15,,"[94, 82, 239, 339]",,0.0,,0.07,,0.13,,0.51,,0.12,,0.01,
0.14,,"[94, 82, 239, 339]",,0.0,,0.08,,0.13,,0.51,,0.12,,0.01,
0.24,,"[93, 79, 242, 341]",,0.0,,0.07,,0.13,,0.44,,0.11,,0.01,
0.22,,"[93, 81, 242, 339]",,0.0,,0.06,,0.1,,0.48,,0.12,,0.02,
0.17,,"[95, 80, 242, 340]",,0.0,,0.05,,0.16,,0.49,,0.11,,0.01,
0.16,,"[90, 78, 245, 341]",,0.0,,0.02,,0.3,,0.4,,0.1,,0.01,
0.17,,"[94, 80, 244, 340]",,0.0,,0.04,,0.2,,0.49,,0.09,,0.01,
0.18,,"[93, 79, 245, 342]",,0.0,,0.04,,0.17,,0.5,,0.1,,0.01,
0.3,,"[92, 79, 244, 339]",,0.0,,0.06,,0.11,,0.39,,0.11,,0.02,
0.28,,"[90, 79, 245, 340]",,0.0,,0.04,,0.18,,0.36,,0.12,,0.02,
0.22,,"[92, 79, 243, 337]",,0.0,,0.09,,0.25,,0.33,,0.1,,0.01,
0.11,,"[92, 76, 244, 348]",,0.0,,0.06,,0.33,,0.35,,0.15,,0.01,
0.14,,"[89, 73, 246, 352]",,0.0,,0.05,,0.35,,0.33,,0.11,,0.01,
0.14,,"[89, 72, 245, 353]",,0.0,,0.04,,0.36,,0.35,,0.1,,0.01,
0.29,,"[89, 74, 248, 346]",,0.0,,0.08,,0.18,,0.37,,0.07,,0.02,
0.21,,"[89, 74, 247, 345]",,0.0,,0.05,,0.3,,0.38,,0.05,,0.01,
0.17,,"[92, 74, 248, 349]",,0.0,,0.1,,0.22,,0.39,,0.09,,0.03,
0.17,,"[92, 74, 248, 349]",,0.0,,0.11,,0.21,,0.39,,0.09,,0.03,
0.11,,"[91, 72, 249, 352]",,0.0,,0.09,,0.29,,0.42,,0.06,,0.02,
0.14,,"[92, 73, 248, 349]",,0.0,,0.12,,0.23,,0.41,,0.06,,0.03,
0.11,,"[89, 69, 246, 356]",,0.0,,0.09,,0.37,,0.35,,0.05,,0.03,
0.18,,"[91, 71, 247, 352]",,0.0,,0.16,,0.18,,0.38,,0.07,,0.03,
0.12,,"[90, 69, 248, 352]",,0.0,,0.13,,0.31,,0.37,,0.05,,0.02,
0.12,,"[91, 70, 248, 350]",,0.0,,0.11,,0.38,,0.33,,0.05,,0.02,
0.18,,"[94, 71, 243, 350]",,0.0,,0.13,,0.25,,0.33,,0.08,,0.03,
0.18,,"[94, 71, 242, 350]",,0.0,,0.14,,0.25,,0.32,,0.09,,0.02,
0.15,,"[93, 67, 244, 355]",,0.0,,0.09,,0.31,,0.38,,0.04,,0.03,
0.15,,"[92, 67, 245, 356]",,0.0,,0.09,,0.33,,0.36,,0.04,,0.04,
0.11,,"[96, 67, 244, 355]",,0.0,,0.11,,0.4,,0.3,,0.04,,0.04,
0.11,,"[96, 67, 244, 356]",,0.0,,0.14,,0.34,,0.31,,0.05,,0.05,
0.09,,"[97, 69, 244, 353]",,0.0,,0.16,,0.3,,0.33,,0.08,,0.04,
0.09,,"[97, 69, 244, 354]",,0.0,,0.14,,0.35,,0.32,,0.07,,0.03,
0.09,,"[98, 70, 242, 350]",,0.0,,0.09,,0.38,,0.36,,0.06,,0.02,
0.09,,"[98, 70, 242, 351]",,0.0,,0.11,,0.34,,0.36,,0.07,,0.03,
0.07,,"[98, 77, 244, 337]",,0.0,,0.19,,0.36,,0.28,,0.07,,0.04,
0.07,,"[96, 72, 243, 346]",,0.0,,0.15,,0.3,,0.38,,0.06,,0.04,
0.11,,"[98, 76, 243, 336]",,0.0,,0.27,,0.24,,0.26,,0.07,,0.05,
0.11,,"[98, 76, 243, 336]",,0.0,,0.28,,0.23,,0.27,,0.06,,0.05,
0.08,,"[97, 75, 242, 335]",,0.0,,0.28,,0.24,,0.3,,0.05,,0.05,
0.09,0.05,"[98, 76, 241, 334]","[367, 237, 45, 64]",0.0,0.01,0.24,0.14,0.24,0.16,0.33,0.25,0.05,0.38,0.05,0.02
0.1,,"[98, 75, 243, 334]",,0.0,,0.24,,0.25,,0.31,,0.05,,0.05,
0.1,,"[99, 75, 241, 334]",,0.0,,0.23,,0.28,,0.3,,0.05,,0.05,
0.11,,"[98, 75, 242, 333]",,0.0,,0.24,,0.3,,0.25,,0.04,,0.07,
0.11,,"[99, 75, 241, 333]",,0.0,,0.23,,0.3,,0.26,,0.04,,0.07,
0.11,,"[98, 74, 242, 334]",,0.0,,0.21,,0.31,,0.27,,0.04,,0.06,
0.1,,"[97, 73, 244, 336]",,0.0,,0.2,,0.31,,0.29,,0.03,,0.07,
0.09,,"[100, 76, 240, 332]",,0.0,,0.27,,0.22,,0.27,,0.08,,0.07,
0.1,,"[99, 75, 241, 333]",,0.0,,0.24,,0.23,,0.3,,0.07,,0.06,
0.06,,"[99, 76, 241, 333]",,0.0,,0.22,,0.3,,0.3,,0.05,,0.07,
0.06,,"[99, 75, 242, 334]",,0.0,,0.2,,0.32,,0.31,,0.05,,0.07,
0.09,,"[99, 76, 241, 331]",,0.0,,0.23,,0.27,,0.27,,0.06,,0.08,
0.06,,"[100, 76, 240, 331]",,0.0,,0.26,,0.27,,0.26,,0.06,,0.09,
0.07,,"[100, 76, 238, 328]",,0.0,,0.17,,0.41,,0.24,,0.06,,0.05,
0.06,,"[101, 77, 239, 328]",,0.0,,0.29,,0.27,,0.25,,0.07,,0.05,
0.06,,"[101, 76, 241, 329]",,0.0,,0.19,,0.4,,0.25,,0.06,,0.04,
0.07,,"[101, 77, 240, 328]",,0.0,,0.25,,0.33,,0.23,,0.09,,0.04,
0.07,,"[102, 78, 239, 328]",,0.0,,0.26,,0.3,,0.28,,0.06,,0.04,
0.06,,"[102, 79, 239, 327]",,0.0,,0.19,,0.37,,0.28,,0.04,,0.05,
0.08,,"[103, 81, 238, 323]",,0.0,,0.21,,0.35,,0.25,,0.07,,0.04,
0.08,,"[103, 81, 238, 323]",,0.0,,0.2,,0.35,,0.25,,0.07,,0.04,
0.09,,"[105, 79, 237, 328]",,0.0,,0.3,,0.19,,0.26,,0.08,,0.08,
0.08,,"[106, 81, 236, 325]",,0.0,,0.27,,0.23,,0.24,,0.09,,0.09,
0.15,,"[103, 76, 240, 327]",,0.0,,0.22,,0.24,,0.29,,0.06,,0.04,
0.15,,"[103, 76, 240, 327]",,0.0,,0.23,,0.23,,0.28,,0.06,,0.04,
0.19,,"[104, 76, 239, 327]",,0.0,,0.23,,0.2,,0.27,,0.07,,0.04,
0.17,,"[106, 79, 238, 328]",,0.0,,0.25,,0.1,,0.32,,0.12,,0.04,
0.16,,"[102, 74, 241, 330]",,0.0,,0.23,,0.2,,0.27,,0.09,,0.05,
0.16,,"[106, 79, 237, 326]",,0.0,,0.3,,0.12,,0.27,,0.11,,0.04,
0.11,,"[105, 75, 240, 331]",,0.0,,0.26,,0.17,,0.32,,0.05,,0.09,
0.11,,"[105, 75, 240, 331]",,0.0,,0.27,,0.17,,0.32,,0.05,,0.09,
0.11,,"[105, 75, 239, 329]",,0.0,,0.16,,0.28,,0.31,,0.08,,0.05,
0.12,,"[105, 75, 240, 330]",,0.0,,0.21,,0.21,,0.33,,0.06,,0.07,
0.12,,"[105, 75, 241, 332]",,0.0,,0.13,,0.2,,0.43,,0.06,,0.06,
0.1,,"[105, 76, 241, 331]",,0.0,,0.1,,0.2,,0.48,,0.07,,0.05,
0.13,,"[105, 75, 242, 335]",,0.0,,0.09,,0.16,,0.53,,0.08,,0.02,
0.1,,"[105, 75, 241, 334]",,0.0,,0.08,,0.2,,0.53,,0.07,,0.02,
0.23,,"[111, 76, 236, 324]",,0.0,,0.23,,0.15,,0.3,,0.07,,0.03,
0.22,,"[111, 76, 236, 324]",,0.0,,0.22,,0.16,,0.31,,0.07,,0.03,
0.18,,"[111, 76, 237, 324]",,0.0,,0.2,,0.2,,0.33,,0.06,,0.03,
0.18,,"[111, 76, 237, 325]",,0.0,,0.14,,0.3,,0.3,,0.06,,0.02,
0.19,,"[111, 76, 236, 325]",,0.0,,0.12,,0.22,,0.4,,0.05,,0.02,
0.21,,"[110, 76, 237, 325]",,0.0,,0.17,,0.17,,0.36,,0.07,,0.02,
0.2,,"[110, 76, 236, 324]",,0.0,,0.21,,0.11,,0.38,,0.08,,0.02,
0.21,,"[110, 76, 236, 324]",,0.0,,0.2,,0.11,,0.37,,0.08,,0.02,
0.25,,"[110, 77, 235, 324]",,0.0,,0.11,,0.13,,0.43,,0.06,,0.02,
0.26,,"[110, 77, 235, 324]",,0.0,,0.11,,0.13,,0.42,,0.06,,0.02,
0.28,,"[110, 77, 234, 323]",,0.0,,0.13,,0.13,,0.37,,0.07,,0.02,
0.24,,"[103, 74, 241, 334]",,0.0,,0.07,,0.16,,0.42,,0.09,,0.03,
0.31,,"[108, 77, 236, 323]",,0.0,,0.15,,0.09,,0.36,,0.08,,0.01,
0.34,,"[108, 77, 236, 324]",,0.0,,0.12,,0.09,,0.35,,0.09,,0.02,
0.2,,"[105, 78, 240, 333]",,0.0,,0.08,,0.13,,0.45,,0.12,,0.02,
0.2,,"[105, 78, 240, 333]",,0.0,,0.08,,0.13,,0.46,,0.12,,0.01,
0.19,,"[106, 79, 239, 331]",,0.0,,0.06,,0.14,,0.47,,0.13,,0.01,
0.23,,"[108, 76, 236, 324]",,0.0,,0.12,,0.13,,0.43,,0.08,,0.01,
0.19,,"[106, 78, 240, 332]",,0.0,,0.05,,0.09,,0.55,,0.1,,0.01,
0.19,,"[106, 78, 240, 332]",,0.0,,0.05,,0.1,,0.55,,0.1,,0.01,
0.22,,"[106, 78, 238, 330]",,0.0,,0.05,,0.07,,0.55,,0.1,,0.03,
0.21,,"[105, 78, 240, 331]",,0.0,,0.04,,0.08,,0.55,,0.1,,0.02,
0.19,,"[107, 78, 237, 329]",,0.0,,0.07,,0.1,,0.5,,0.1,,0.03,
0.19,,"[107, 78, 237, 329]",,0.0,,0.07,,0.1,,0.51,,0.1,,0.03,
0.29,,"[107, 78, 238, 331]",,0.0,,0.05,,0.04,,0.49,,0.11,,0.03,
0.24,,"[107, 79, 238, 330]",,0.0,,0.05,,0.05,,0.52,,0.12,,0.02,
0.35,,"[109, 82, 235, 326]",,0.0,,0.08,,0.04,,0.33,,0.18,,0.02,
0.35,,"[109, 82, 235, 326]",,0.0,,0.08,,0.04,,0.33,,0.18,,0.02,
0.3,,"[109, 81, 236, 326]",,0.0,,0.08,,0.05,,0.4,,0.15,,0.02,
0.25,,"[109, 79, 236, 330]",,0.0,,0.04,,0.04,,0.52,,0.13,,0.01,
0.28,,"[109, 79, 237, 330]",,0.0,,0.07,,0.03,,0.45,,0.16,,0.02,
0.32,,"[109, 80, 237, 329]",,0.0,,0.07,,0.04,,0.38,,0.18,,0.01,
0.22,,"[108, 79, 238, 331]",,0.0,,0.06,,0.08,,0.48,,0.14,,0.01,
0.22,,"[107, 78, 239, 334]",,0.0,,0.08,,0.11,,0.44,,0.13,,0.02,
0.27,,"[109, 78, 238, 335]",,0.0,,0.13,,0.09,,0.3,,0.19,,0.02,
0.26,,"[109, 78, 238, 335]",,0.0,,0.12,,0.1,,0.31,,0.18,,0.02,
0.23,,"[108, 77, 238, 336]",,0.0,,0.1,,0.09,,0.41,,0.15,,0.02,
0.22,,"[108, 77, 238, 335]",,0.0,,0.09,,0.09,,0.45,,0.14,,0.02,
0.22,,"[110, 79, 236, 331]",,0.0,,0.07,,0.08,,0.41,,0.21,,0.01,
0.22,,"[110, 78, 238, 335]",,0.0,,0.14,,0.08,,0.34,,0.2,,0.02,
0.27,,"[109, 77, 237, 334]",,0.0,,0.07,,0.08,,0.4,,0.17,,0.02,
0.29,,"[109, 78, 236, 332]",,0.0,,0.05,,0.08,,0.41,,0.15,,0.02,
0.2,,"[110, 80, 235, 328]",,0.0,,0.05,,0.05,,0.51,,0.17,,0.02,
0.18,,"[110, 80, 234, 328]",,0.0,,0.06,,0.06,,0.5,,0.17,,0.03,
0.22,,"[109, 82, 234, 325]",,0.0,,0.13,,0.08,,0.33,,0.21,,0.04,
0.25,,"[109, 82, 234, 326]",,0.0,,0.1,,0.06,,0.36,,0.19,,0.03,
0.24,,"[109, 82, 233, 326]",,0.0,,0.11,,0.09,,0.31,,0.22,,0.03,
0.21,,"[109, 81, 234, 327]",,0.0,,0.11,,0.09,,0.37,,0.18,,0.04,
0.2,,"[108, 82, 234, 325]",,0.0,,0.13,,0.08,,0.33,,0.22,,0.03,
0.19,,"[109, 82, 233, 325]",,0.0,,0.13,,0.08,,0.34,,0.22,,0.03,
0.18,,"[109, 83, 232, 325]",,0.0,,0.15,,0.11,,0.34,,0.19,,0.03,
0.18,,"[109, 83, 232, 325]",,0.0,,0.14,,0.1,,0.36,,0.2,,0.02,
0.22,,"[108, 83, 233, 325]",,0.0,,0.16,,0.05,,0.33,,0.21,,0.03,
0.21,,"[109, 84, 231, 324]",,0.0,,0.14,,0.07,,0.36,,0.19,,0.03,
0.21,,"[108, 83, 233, 324]",,0.0,,0.12,,0.08,,0.36,,0.21,,0.02,
0.22,,"[109, 83, 232, 324]",,0.0,,0.13,,0.07,,0.33,,0.22,,0.02,
0.19,,"[109, 83, 233, 324]",,0.0,,0.11,,0.13,,0.41,,0.15,,0.02,
0.19,,"[109, 83, 232, 324]",,0.0,,0.14,,0.1,,0.34,,0.19,,0.03,
0.3,,"[102, 74, 240, 337]",,0.0,,0.06,,0.11,,0.39,,0.14,,0.02,
0.21,,"[102, 74, 241, 338]",,0.0,,0.07,,0.15,,0.4,,0.15,,0.02,
0.16,,"[109, 83, 232, 324]",,0.0,,0.15,,0.15,,0.32,,0.18,,0.03,
0.19,,"[109, 83, 233, 324]",,0.0,,0.13,,0.13,,0.36,,0.17,,0.02,
0.21,,"[108, 82, 235, 324]",,0.0,,0.1,,0.15,,0.39,,0.14,,0.02,
0.17,,"[108, 84, 234, 322]",,0.0,,0.17,,0.17,,0.29,,0.18,,0.03,
0.08,,"[109, 84, 233, 321]",,0.0,,0.2,,0.28,,0.27,,0.15,,0.02,
0.09,,"[109, 86, 234, 321]",,0.0,,0.19,,0.27,,0.34,,0.09,,0.02,
0.02,,"[108, 82, 233, 320]",,0.0,,0.04,,0.69,,0.19,,0.05,,0.01,
0.01,,"[108, 84, 233, 319]",,0.0,,0.04,,0.67,,0.23,,0.03,,0.01,
0.01,,"[106, 76, 242, 338]",,0.0,,0.04,,0.62,,0.29,,0.01,,0.03,
0.0,,"[107, 76, 241, 338]",,0.0,,0.04,,0.68,,0.23,,0.01,,0.03,
0.01,,"[102, 76, 241, 340]",,0.0,,0.07,,0.53,,0.27,,0.04,,0.08,
0.02,,"[102, 76, 241, 341]",,0.0,,0.1,,0.53,,0.22,,0.05,,0.08,
0.01,,"[102, 79, 242, 339]",,0.0,,0.05,,0.64,,0.08,,0.04,,0.18,
0.01,,"[102, 79, 242, 339]",,0.0,,0.05,,0.64,,0.08,,0.04,,0.18,
0.02,,"[105, 76, 236, 343]",,0.0,,0.04,,0.66,,0.06,,0.03,,0.19,
0.02,,"[105, 76, 236, 343]",,0.0,,0.04,,0.67,,0.05,,0.03,,0.19,
0.01,,"[105, 75, 235, 341]",,0.0,,0.02,,0.6,,0.03,,0.02,,0.33,
0.01,,"[105, 74, 234, 342]",,0.0,,0.01,,0.64,,0.02,,0.01,,0.31,
0.01,,"[104, 73, 237, 344]",,0.0,,0.02,,0.54,,0.02,,0.02,,0.39,
0.01,,"[104, 73, 236, 343]",,0.0,,0.01,,0.55,,0.01,,0.01,,0.4,
0.0,,"[105, 73, 234, 342]",,0.0,,0.01,,0.55,,0.01,,0.01,,0.42,
0.0,,"[103, 72, 237, 343]",,0.0,,0.01,,0.53,,0.01,,0.01,,0.44,
0.0,,"[107, 72, 233, 343]",,0.0,,0.0,,0.66,,0.0,,0.0,,0.33,
0.0,,"[106, 71, 234, 344]",,0.0,,0.0,,0.61,,0.0,,0.0,,0.38,
0.0,,"[104, 66, 236, 347]",,0.0,,0.0,,0.56,,0.0,,0.0,,0.43,
0.0,,"[104, 65, 237, 348]",,0.0,,0.01,,0.53,,0.0,,0.0,,0.46,
0.0,,"[105, 65, 235, 345]",,0.0,,0.01,,0.55,,0.0,,0.01,,0.43,
0.0,,"[105, 65, 235, 344]",,0.0,,0.0,,0.53,,0.0,,0.0,,0.46,
0.0,,"[104, 63, 238, 343]",,0.0,,0.01,,0.53,,0.0,,0.01,,0.45,
0.0,,"[104, 63, 238, 343]",,0.0,,0.01,,0.53,,0.0,,0.01,,0.45,
0.0,,"[103, 62, 239, 343]",,0.0,,0.0,,0.56,,0.0,,0.0,,0.42,
0.0,,"[104, 61, 239, 345]",,0.0,,0.0,,0.58,,0.0,,0.0,,0.41,
0.01,,"[100, 61, 242, 341]",,0.0,,0.0,,0.75,,0.0,,0.0,,0.23,
0.0,,"[100, 58, 242, 344]",,0.0,,0.0,,0.75,,0.0,,0.0,,0.25,
0.0,,"[102, 62, 240, 348]",,0.0,,0.0,,0.89,,0.0,,0.0,,0.1,
0.0,,"[101, 61, 241, 349]",,0.0,,0.0,,0.87,,0.0,,0.0,,0.12,
0.0,,"[99, 60, 243, 349]",,0.0,,0.0,,0.9,,0.0,,0.0,,0.09,
0.0,,"[99, 59, 243, 350]",,0.0,,0.0,,0.89,,0.0,,0.0,,0.11,
0.0,,"[101, 61, 240, 347]",,0.0,,0.0,,0.93,,0.0,,0.0,,0.06,
0.0,,"[101, 61, 240, 347]",,0.0,,0.0,,0.93,,0.0,,0.0,,0.06,
0.0,,"[102, 62, 237, 345]",,0.0,,0.0,,0.93,,0.0,,0.0,,0.07,
0.0,,"[102, 62, 237, 345]",,0.0,,0.0,,0.92,,0.0,,0.0,,0.07,
0.0,,"[98, 61, 240, 345]",,0.0,,0.0,,0.92,,0.0,,0.0,,0.08,
0.0,,"[98, 61, 240, 345]",,0.0,,0.0,,0.92,,0.0,,0.0,,0.07,
0.0,,"[98, 61, 238, 346]",,0.0,,0.0,,0.89,,0.0,,0.0,,0.11,
0.0,,"[98, 61, 239, 347]",,0.0,,0.0,,0.91,,0.0,,0.0,,0.08,
0.0,,"[98, 63, 239, 345]",,0.0,,0.0,,0.88,,0.0,,0.0,,0.11,
0.0,,"[98, 63, 239, 345]",,0.0,,0.0,,0.88,,0.0,,0.0,,0.11,
0.0,,"[98, 61, 242, 349]",,0.0,,0.0,,0.7,,0.0,,0.0,,0.29,
0.0,,"[101, 64, 238, 346]",,0.0,,0.0,,0.7,,0.0,,0.0,,0.29,
0.0,,"[97, 63, 241, 350]",,0.0,,0.0,,0.68,,0.0,,0.0,,0.32,
0.0,,"[98, 64, 240, 349]",,0.0,,0.0,,0.67,,0.0,,0.0,,0.32,
0.0,,"[97, 63, 242, 352]",,0.0,,0.0,,0.85,,0.0,,0.0,,0.14,
0.0,,"[96, 62, 244, 353]",,0.0,,0.0,,0.86,,0.0,,0.0,,0.14,
0.0,,"[92, 66, 248, 352]",,0.0,,0.0,,0.94,,0.0,,0.0,,0.05,
0.0,,"[91, 66, 248, 352]",,0.0,,0.0,,0.96,,0.0,,0.0,,0.04,
0.0,,"[90, 68, 249, 346]",,0.0,,0.0,,0.97,,0.0,,0.0,,0.02,
0.0,,"[91, 68, 248, 345]",,0.0,,0.0,,0.96,,0.0,,0.0,,0.04,
0.0,,"[91, 62, 247, 344]",,0.0,,0.0,,0.95,,0.02,,0.0,,0.02,
0.0,,"[90, 70, 246, 346]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[88, 67, 251, 349]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[89, 67, 251, 349]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[90, 61, 249, 348]",,0.0,,0.0,,0.96,,0.02,,0.0,,0.01,
0.0,,"[89, 61, 250, 348]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.01,
0.0,,"[87, 70, 252, 341]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[87, 69, 252, 342]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[86, 68, 251, 343]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[87, 68, 250, 343]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.01,
0.0,,"[85, 71, 250, 341]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.01,
0.0,,"[85, 71, 250, 341]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.01,
0.0,,"[83, 71, 250, 342]",,0.0,,0.0,,0.96,,0.01,,0.0,,0.02,
0.0,,"[83, 71, 250, 342]",,0.0,,0.0,,0.96,,0.01,,0.0,,0.02,
0.0,,"[82, 65, 251, 354]",,0.0,,0.0,,0.96,,0.0,,0.0,,0.02,
0.0,,"[81, 65, 252, 354]",,0.0,,0.0,,0.97,,0.01,,0.0,,0.02,
0.01,,"[80, 69, 249, 345]",,0.0,,0.03,,0.83,,0.04,,0.01,,0.08,
0.0,,"[81, 69, 247, 346]",,0.0,,0.01,,0.87,,0.04,,0.01,,0.07,
0.0,,"[82, 68, 247, 343]",,0.0,,0.04,,0.68,,0.08,,0.02,,0.18,
0.01,,"[81, 69, 246, 347]",,0.0,,0.05,,0.64,,0.09,,0.03,,0.18,
0.01,0.12,"[80, 69, 245, 342]","[358, 239, 48, 66]",0.0,0.01,0.05,0.15,0.7,0.18,0.09,0.19,0.04,0.33,0.12,0.02
0.01,0.1,"[80, 69, 246, 342]","[358, 239, 48, 66]",0.0,0.01,0.05,0.15,0.69,0.2,0.09,0.21,0.04,0.3,0.13,0.02
0.01,,"[81, 72, 245, 341]",,0.0,,0.09,,0.51,,0.08,,0.03,,0.29,
0.01,,"[81, 71, 246, 342]",,0.0,,0.08,,0.56,,0.07,,0.02,,0.26,
0.01,,"[79, 71, 243, 342]",,0.0,,0.08,,0.63,,0.08,,0.03,,0.16,
0.02,,"[82, 72, 240, 341]",,0.0,,0.09,,0.6,,0.06,,0.02,,0.21,
0.03,,"[84, 71, 238, 342]",,0.0,,0.11,,0.58,,0.04,,0.03,,0.21,
0.02,,"[83, 72, 239, 346]",,0.0,,0.08,,0.68,,0.02,,0.01,,0.19,
0.03,,"[86, 72, 234, 338]",,0.0,,0.12,,0.58,,0.04,,0.02,,0.2,
0.03,,"[86, 72, 233, 338]",,0.0,,0.13,,0.59,,0.04,,0.02,,0.2,
0.05,,"[85, 69, 235, 341]",,0.0,,0.22,,0.47,,0.05,,0.06,,0.16,
0.05,,"[85, 69, 235, 340]",,0.0,,0.24,,0.44,,0.05,,0.05,,0.17,
0.02,,"[80, 68, 241, 338]",,0.0,,0.08,,0.69,,0.06,,0.03,,0.12,
0.03,,"[85, 69, 234, 338]",,0.0,,0.13,,0.6,,0.06,,0.03,,0.15,
0.02,0.05,"[86, 69, 235, 334]","[353, 233, 52, 76]",0.0,0.0,0.19,0.19,0.43,0.21,0.12,0.17,0.07,0.34,0.18,0.04
0.02,0.06,"[85, 67, 238, 338]","[353, 233, 52, 75]",0.0,0.0,0.16,0.19,0.47,0.2,0.15,0.16,0.06,0.36,0.15,0.03
